Ragione Sociale;Tipo Organizzazione;Partita Iva O CF;Indirizzo;Comune;CAP;Provincia;Stato;Telefono;Email;Codice Ateco;Descrizione Ateco;Descrizione O Brand;Sito;Forma Giuridica;Anno Costituzione;Settore;Attivita;Legale Cognome;Legale Nome;Legale Email;Legale Telefono;Data Convenzione;Scadenza Convenzione;Numero Protocollo
GRUPPO UNA SPA;AZIENDA;07410980150;VIA G. MURAT, 23;MILANO;20159;MI;ITALIA;3404507850;personale@GRUPPOUNA.IT;55.10.00;Alberghi;;;;;Alberghi e ristoranti;;LAFEMINA;MARCO;;;;;
GRUPPO UNA SPA;AZIENDA;07410980150;VIA G. MURAT, 23;MILANO;20159;MI;ITALIA;3404507850;personale@GRUPPOUNA.IT;55.10.00;Alberghi;;;;;Alberghi e ristoranti;;LAFEMINA;MARCO;;;;;
GRUPPO UNA SPA;AZIENDA;07410980150;VIA G. MURAT, 23;MILANO;20159;MI;ITALIA;3404507850;personale@GRUPPOUNA.IT;55.10.00;Alberghi;;;;;Alberghi e ristoranti;;LAFEMINA;MARCO;;;;;
GRUPPO UNA SPA;AZIENDA;07410980150;VIA G. MURAT, 23;MILANO;20159;MI;ITALIA;3404507850;personale@GRUPPOUNA.IT;55.10.00;Alberghi;;;;;Alberghi e ristoranti;;LAFEMINA;MARCO;;;;;
GRUPPO UNA SPA;AZIENDA;07410980150;VIA G. MURAT, 23;MILANO;20159;MI;ITALIA;3404507850;personale@GRUPPOUNA.IT;55.10.00;Alberghi;;;;;Alberghi e ristoranti;;LAFEMINA;MARCO;;;;;
GRUPPO UNA SPA;AZIENDA;07410980150;VIA G. MURAT, 23;MILANO;20159;MI;ITALIA;3404507850;personale@GRUPPOUNA.IT;55.10.00;Alberghi;;;;;Alberghi e ristoranti;;LAFEMINA;MARCO;;;;;
HAKUNA MATATA;AZIENDA;7634630961;VIA G. GALILEI 22/24;BIASSONO;20853;MB;ITALIA;039/2324162;alesmero@tin.it;;;;;;;Agenzia Viaggi;;MERONI;ALESSANDRA;alesmero@tin.it;;11-01-2019;10-01-2020;231/B4C
HFB SRL - LA BERGAMINA;AZIENDA;09201790962;VIA BERGAMINA 64;ARCORE;20862;MB;ITALIA;0396013610;hotelbergamina@gmail.com;55.10.00;Alberghi;;;;;Alberghi e ristoranti;;MAIFRINI;MATTEO MARIA;valerio.rll89@gmail.com;396013610;01-10-2021;30-09-2022;3310/U del 04/10/21
HIBU SOCIETA' AGRICOLA SRL;AZIENDA;09041140964;VIALE TOMMASO EDISON N. 110;SESTO SAN GIOVANNI;20099;MI;ITALIA;349.73.78.520;amministrazione@birrificiohibu.it;;;;;;;Industrie alimentari/bevande/tabacco;;DATUNI;DAVIDE;;;21-05-2018;20-05-2019;2672/b4c
HOLIDAY COMPANY SAS - I SUITE;AZIENDA;02086980402;VIALE AMERIGO VESPUCCI 3;RIMINI;47900;RN;ITALIA;054154599;omsuite@ambienthotels.it;55.10;Alberghi e strutture simili;;;;;Alberghi e ristoranti;;ERMETTI;MARCO;;;28-11-2017;27-11-2018;6429/b1c
HOTEL AMBASCIATA;AZIENDA;00100000000000;VIA ANTONIO DA NOLI, 22;CESENATICO;47042;FC;ITALIA; 0547/82824;info@hotelambasciata.com;;;;;;;Alberghi e ristoranti;;CAIAZZO;ROSSELLA;;;;;
HOTEL AQUALUX SAN SEVERO SRL;AZIENDA;02486960236;EUROPA UNITA, 24/B;BARDOLINO;37011;VR;ITALIA;045-6229999;restaurant@aqualuxhotel.com;55.10.00;Alberghi;;;;;Alberghi e ristoranti;;VIOLA;BRUNO;;;14-12-2018;14-12-2019;7029/b4c
HOTEL ARCIMBOLDI;AZIENDA;00091790968;VIALE SARCA 336;MILANO;20100;MI;ITALIA;0284266800;manager@hotelarcimboldi.it;55.10.00;Alberghi;;;;;Alberghi e ristoranti;;DAL ZILIO;ALBERTO;;;29-09-2018;28-09-2019;4829/b4c
HOTEL BRIANTEO;AZIENDA;848970968;VIA M.L.KING 3;MONZA;20900;MB;ITALIA;396080436; hotel@brianteo.it;;;;;;;Alberghi e ristoranti;;DOSSI;RAFFAELLA MARGHERITA;;;24-09-2018;;4623/B4C
HOTEL DE LA VILLE;AZIENDA;710560962;VIALE REGINA MARGHERITA, 15;MONZA;46040;MN;ITALIA;039 39421;info@hoteldelaville.com;55.10;Alberghi e strutture simili;;;;;Alberghi e ristoranti;;NARDI;LUIGI;;;10-01-2019;09-01-2020;179/B4C
HOTEL E CAMPING OASI DI CUPRA;AZIENDA;02383100449;VIA R. TAFFETANI 73/A;CUPRA MARITTIMA;63064;AP;ITALIA;0735778078;info@oasidicupra.it;55.1/55.3/93.2B.2;;;;;;;;LANCIOTTI;TIZIANA;;3356165272;07-06-2021;07-06-2022;2010/U
HOTEL E RISTORANTE AL FIORE;AZIENDA;0200002222222;LUNGO LAGO GARIBALDI 9;PESCHIERA DEL GARDA;37019;VR;ITALIA;0457550113;amministrazione@hotelalfiore.it;;;;;AZIENDA PRIVATA;;Alberghi e ristoranti;HOTEL E RISTORANTE;SPERI;CLAUDIA;amministrazione@hotelalfiore.it;;;;
HOTEL ELIZABETH DI NORGE S.R.L.;AZIENDA;04124840408;VIALE ROVERETO 11;BELLARIA-IGEA MARINA;47814;RN;ITALIA;0541344119;info@hotelelizabeth.com;;;; www.hotelelizabeth.com;;;Alberghi e ristoranti;;SUCCI;SILVIA;info@hotelellénkein.com ;331 31 33 452;25-06-2021;24-06-2021;Prot. n. 2291/U
HOTEL ERMITAGE DI ELISA SAVINI;AZIENDA;03933270401;VIA ALA 11;Bellaria Igea Marina;47814;RN;ITALIA;0541349422 0541347633;;55.10;Alberghi e strutture simili;;;;;Alberghi e ristoranti;;SAVINI;ELISA;;;24-04-2018;23-04-2019;2242/b4c
HOTEL LA CONCHIGLIA;AZIENDA;02156020402;VIA DALMAZIA 12;BELLARIA-IGEA MARINA;47814;RN;ITALIA;0541347464;info@laconchigliahotel.it;;;;;;;Alberghi e ristoranti;;;;;;;;
HOTEL LOCANDA DELLE  DUNE DI BELLARIA;AZIENDA;01891560409;VIA A. PANZINI, 223,;BELLARIA-IGEA MARINA;47814;RN;ITALIA;;;;;;;;;;;;;;;;;
HOTEL MILAN SUITE  SRL A SOCIO UNICO;AZIENDA;06621940961;VIA VARESINA, 124;MILANO;20100;MI;ITALIA;0233431618;silvia.ceronetti@milansuitehotel.com;55.10.0;Alberghi;;;S.R.L.;;Alberghi e ristoranti;ALBERGHIERA;;;;;;;
HOTEL MILANO RE;AZIENDA;7460350965;VIA MILANESE, 308/310;CINISELLO BALSAMO;20092;MI;ITALIA;; info@milanorehotel.it;;;;http://www.milanorehotel.it;;;Alberghi e ristoranti;;IANNUZZI;CARLO;;;;;
HOTEL PALACE - MARE SRL;AZIENDA;0123232323;VIA GAGGINO 37;VARAZZE;17019;SV;ITALIA;1997706;info@hotelpalacevarazze.it;;;;;;;Alberghi e ristoranti;;SILVA;GIOVANNI;info@hotelpalacevarazze.it;;;;
HOTEL PIAN DI NEVE (SOC. NY COAST 2002 SRL);AZIENDA;00804780986;VIA E. MOROSINI 36;MILANO;20135;MI;ITALIA;3356880986 0364903003;piandineve@saintjane.it;;;;;;;Alberghi e ristoranti;;;;;;;;
HOTEL ROYAL FALCONE;AZIENDA;9733490156;CORSO MILANO,5;MONZA;20900;MB;ITALIA;;info@royalfalcone.com;;;;;;;Alberghi e ristoranti;;GUERCILENA;GIANLUCA;;0392300187;14-06-2019;13-12-2021;7028/b4c
HOTEL SANT'EUSTORGIO LA ALBERGHIERA ARCORESE;AZIENDA;0098370969;;ARCORE;20862;MB;ITALIA;;info@santeustorgio.com;;;;;;;Alberghi e ristoranti;;;;;;;;
HOTEL SIMA  MANAGEMENT SRL- AGAPE HOTEL;AZIENDA;7638170964;VIA PRIVATA FLUMENDOSA,35;MILANO;20100;MI;ITALIA;02.27200702;direzione@agapehotel.com;;;;;;;Alberghi e ristoranti;;PALMISANO;MARIO;direzione@agapehotel.com;02.27200702;;;
HOTEL SYMPATHY SRL;AZIENDA;00904090446;LUNGOMARE EUROPA 26;MARTINSICURO;64014;TE;ITALIA;335 5436136;pierfrancescociaralli@gmail.com;;;551000;;;;Alberghi e ristoranti;;CIARALLI;PIER FRANCESCO;pierfrancescociaralli@gmail.com;335 5436136;;;
HOTEL VENICE DI ANDREA MARUZZELLI C. SAS GESTIONE HOTEL B&B MONZA;AZIENDA;6931000969;VIA LARIO, 19;MONZA;20900;MB;ITALIA;0362325825;mi.monza@hotelbb.com;82.99.99;;;;VENICE.GEST@GMAIL.COM;;Alberghi e ristoranti;;MARUZZELLI;ANDREA;venice.gest@gmail.com;0362325825;04-06-2021;04-06-2022;1983
HOTEL VENICE SAS GESTIONE HOTEL B&B MONZA - ERRATA;AZIENDA;01010101111;VIA LARIO,19;MONZA;20900;MB;ITALIA;039325825;mi.monza@hotelbb.com;;;;;;;Alberghi e ristoranti;;MARUZZELLI;ANDREA;mi.monza@hotelbb.com;;20-05-2016;30-09-2016;
HOTELS & RESORTS EMAAR  SRL MILANO;AZIENDA;00000001000000;;;;;ITALIA;;;;;;;;;Alberghi e ristoranti;;;;;;;;
HOTELS NEW CERVIA  SRL;AZIENDA;2508990393;VIALE ROMA 100;CERVIA;48015;RA;ITALIA;544971058;leo@cerviahotels.com;;;;;;;Alberghi e ristoranti;;LUCCHI;LEO;;3292138574;;;
HOTELS RAMA  SRL;AZIENDA;3578640967;V.VITTORIO EMANUELE II, 46;CORSICO;20094;MI;ITALIA;229403907;sales@hotelmercuremilanocentro.it;;;2007;;;;Alberghi e ristoranti;2007;RAMAZZINA;SILVIA;;;;;
HUMANITAS UNIVERSITY;ENTE DI ALTA FORMAZIONE;97692990159;VIA RITA LEVI MONTALCINI, 4;PIEVE EMANUELE;20090;MI;ITALIA;;;85.4;ISTRUZIONE POST-SECONDARIA UNIVERSITARIA E NON UNIVERSITARIA;;;;;Promozione e sviluppo tecnico-scientifico;;FERRARI;GIORGIO;;;08-06-2021;08-06-2022;2048/U
HYDRO EXTRUSION ITALY SRL;AZIENDA;05634160963;VIA A. CIUCANI 8;ORNAGO;20876;MB;ITALIA;0396658316; barbara.dellolio@hydro.com;24.42.00;Produzione di alluminio e semilavorati;;;;;;;BERTOLA;LUCA ANDREA;;;11-06-2021;11-06-2022;2091
IBM ITALIA S.P.A;AZIENDA;01442240030;CIRCONVALLAZIONE IDROSCALO;SEGRATE;20090;MI;ITALIA;;l.massobrio@it.ibm.com;62.01;Produzione di software non connesso all'edizione;;;;;Informatica e telecomunicazioni;;ANANIA;SALVATORE;;;05-02-2018;04-02-2019;378/b4c
IBM ITALIA S.P.A;AZIENDA;01442240030;CIRCONVALLAZIONE IDROSCALO;SEGRATE;20090;MI;ITALIA;;l.massobrio@it.ibm.com;62.01;Produzione di software non connesso all'edizione;;;;;Informatica e telecomunicazioni;;ANANIA;SALVATORE;;;05-02-2018;04-02-2019;378/b4c
ICE LAB SSDSRL;AZIENDA;04063270161;VIA RAVIZZA 23;BERGAMO;24126;BG;ITALIA;035276047;segreteriabergamo@ice-lab.it;93.12;Attività di club sportivi;;;;;;;MANZONI;FEDERICA;;;19-06-2021;18-06-2022;2203
IFOM SOC. COOP.;COOPERATIVA;03489951206;VIA EMILIA PONENTE 129;BOLOGNA;40133;BO;ITALIA;328 4597057;office@ifom.info;;;;;;;;;TARANTINO;FRANCESCO;;;;;
IIS MOSÈ BIANCHI;SCUOLA;85006410154;VIA MINERVA 1;MONZA;20900;MB;ITALIA;039235941; mbis06800p@istruzione.it ;85.3;ISTRUZIONE SECONDARIA;;http://www.iisbianchi.it/nuovosito/;;;Istruzione;;GARLATI;GUIDO;;;15-01-2021;15-01-2022;125/U
IKEBANA GREEN GARDEN;AZIENDA;02529950137;CORSO EUROPA;MISSAGLIA;23873;LC;ITALIA;399201168   039870540;;;;477610;;;;Agricoltura/silvicoltura;;FARINA;DARIO;ikebana_farina@hotmail.it;3484006391;;;
IL BOSCHETTO SOCIETA' AGRICOLA SRL;AZIENDA;05222840968;VIA GIULIO BANFI, 4;ORNAGO;20876;MB;ITALIA;0396919015;reception@agriturismoilboschetto.net;01.43.00;Allevamento di cavalli e altri equini;;;;;Alberghi e ristoranti;;FOTI;ADRIANA;;;26-05-2018;25-05-2019;2792/b4c
IL LABORATORIO DELL'IMMAGINARIO;ASSOCIAZIONE;02237350968;VIA F. TURATI,8 - MONZA;MONZA;20900;MB;ITALIA;039-2027002;amministrazione@;;;;;;;Altri servizi pubblici, sociali e personali;;;;;;;;
IL QUADRIFOGLIO SNC;AZIENDA;06208580966;VIALE DELLA REPUBBLICA 97;MUGGIO';20835;MB;ITALIA;3939768230;ilquadrifogliosnc94@tiscali.it;81.3;CURA E MANUTENZIONE DEL PAESAGGIO;;;;;Agricoltura/silvicoltura;;FAVARATO;DAVIDE;;;25-02-2019;24-02-2020;1316/B4C
IL VINATTIERE DI FRANCESCO MARIA LO GRASSO;AZIENDA;08282300964;VIA A. VOLTA, 5;VILLASANTA;20852;MB;ITALIA;039 2054293;ilvinattiere.flg@gmail.com;47.29.90;Commercio al dettaglio di altri prodotti alimentari in esercizi specializzati nca;;;;;;;LO GRASSO;FRANCESCO MARIA;;;22-05-2018;21-05-2019;2833/b4c
IMMAGINE FIERA DI GRAZI U. & C SAS;ASSOCIAZIONE;00966240962;VIA CANTINI 2;AGRATE BRIANZA;20864;MB;ITALIA;0396058397;ugograzi@immaginefiera.it;77.39.9;Noleggio di altre macchine e attrezzature;;;;;Altre attività imprenditoriali;;GRAZI;UGO;;3356033376;14-06-2018;13-06-2019;3249/b4c
IMMEDIANDO SRL;AZIENDA;03048490969;VIA MONZA 31;CONCOREZZO;20863;MB;ITALIA;039895121;tina.manzi@immediando.com;62.09.09;Altre attività dei servizi connessi alle tecnologie dell'informatica nca;;;;;Informatica e telecomunicazioni;;ROVETTA;DIEGO;;;10-07-2018;10-07-2019;3560/B1C
IMMOBILIARE 90 S.A.S.;AZIENDA;2026430963;VIA CARLO ALBERTO 46 MONZA;MONZA;20900;MB;ITALIA;0392301495;;AGENZIA IMMOBILIARE;;;;AGENZIA IMMOBILIARE;;;;OLDONI;GIANANDREA;info@immobiliare90.net sig.Oldon;0392301495;;;
IMPRESA CESAB SRL;AZIENDA;08583760155;CORSO PAVIA 73;VIGEVANO;27029;PV;ITALIA;0293290050;cesabsrl@virgilio.it;;;;;;;;;BIANCHI;FELICE;;;03-06-2021;03-06-2022;1955/U
IMPRESA COSTRUZIONI ONGARO;AZIENDA;0101010101;VIA UGO FOSCOLO 71;MONZA;20900;MB;ITALIA; 0392020256 ;ongaro@impresaongaro.it;;;;;;;;;;;;;;;
IN SPORT SRL SSD;SPORT E RICREAZIONE;02050250964;VIA BICE CREMAGNANI, 1;VIMERCATE;20871;MB;ITALIA;0396080234;info@insportsrl.it;;;;;;;Servizi alla persona e alla comunità;SOCIETÀ SPORTIVA DILETTANTISTICA;MELE;PAOLO;;;07-06-2018;06-06-2019;3058/b4c
IN SPORT SRL SSD;SPORT E RICREAZIONE;02050250964;VIA BICE CREMAGNANI, 1;VIMERCATE;20871;MB;ITALIA;0396080234;info@insportsrl.it;;;;;;;Servizi alla persona e alla comunità;SOCIETÀ SPORTIVA DILETTANTISTICA;MELE;PAOLO;;;07-06-2018;06-06-2019;3058/b4c
IN SPORT SRL SSD;SPORT E RICREAZIONE;02050250964;VIA BICE CREMAGNANI, 1;VIMERCATE;20871;MB;ITALIA;0396080234;info@insportsrl.it;;;;;;;Servizi alla persona e alla comunità;SOCIETÀ SPORTIVA DILETTANTISTICA;MELE;PAOLO;;;07-06-2018;06-06-2019;3058/b4c
IN SPORT SRL SSD;SPORT E RICREAZIONE;02050250964;VIA BICE CREMAGNANI, 1;VIMERCATE;20871;MB;ITALIA;0396080234;info@insportsrl.it;;;;;;;Servizi alla persona e alla comunità;SOCIETÀ SPORTIVA DILETTANTISTICA;MELE;PAOLO;;;07-06-2018;06-06-2019;3058/b4c
INFRONT ITALY;AZIENDA;12515360159;VIA DERUTA,20 - MILANO;MILANO;20100;MI;ITALIA;02-771121;daniela.menegazzo@;;;;;;;Servizi avanzati alle imprese;;;;;;;;
ING. MARCO ESPOSITO;LIBERO PROFESSIONISTA;07634220961;VIA E. TOTI 10;CARATE BRIANZA;20841;MB;ITALIA;3478496046;marco_esposito@live.it;71.12.10;Attività degli studi di ingegneria;;;;;;;ESPOSITO;MARCO;;;21-02-2020;20-02-2021;
INGEGNERE MARIO STEVANIN;LIBERO PROFESSIONISTA;12327240151;VIA PITAGORA 2;LISSONE;20851;MB;ITALIA;;stevanin.mario@gmail.com;71.12;Attività degli studi d'ingegneria ed altri studi tecnici;;;;;Studio tecnico;;STEVANIN;MARIO;stevanin.mario@gmail.com;039463850;29-11-2017;28-11-2018;6644/b4c
INTERNATIONAL ACADEMIC EXCHANGES SRL;AZIENDA;8511250964;MILANO;VIA CORNAGGIA, 9;;;ITALIA;3398049071;valentina@becasse.it;;;;;;;;;MICHEL MOISE;BELLITY;valentina@becasse.it;;;;
INTERNATIONAL MANAGEMENT CONSULTING GROUP SRL O IMC-GROUP SRL;AZIENDA;09812750967;VIALE FULVIO TESTI 11;CINISELLO BALSAMO;20092;MI;ITALIA;02 49539 510;INFO@IMC-GROUP.EU;70.22.09;;;;;;;;CAROLLA;VINCENZO;;;21-06-2021;21-06-2022;2237
IPPOCAMPO COOP SOC ONLUS;COOPERATIVA;09449660969;VIA STOPPANI,2;VIMERCATE;20871;MB;ITALIA;039 667090 - 348 562 6268;gabriola@dsapp.it;88.99;Altre attività di assistenza sociale non residenziale nca;;;;;;;CHETTA;MARIA;gabriola@dsapp.it;348 562 6268;13-12-2018;13-12-2019;7038/b4c
IPPOCAMPO COOP SOC ONLUS;COOPERATIVA;09449660969;VIA STOPPANI,2;VIMERCATE;20871;MB;ITALIA;039 667090 - 348 562 6268;gabriola@dsapp.it;88.99;Altre attività di assistenza sociale non residenziale nca;;;;;;;CHETTA;MARIA;gabriola@dsapp.it;348 562 6268;13-12-2018;13-12-2019;7038/b4c
IPPOCAMPO COOP SOC ONLUS;COOPERATIVA;09449660969;VIA STOPPANI,2;VIMERCATE;20871;MB;ITALIA;039 667090 - 348 562 6268;gabriola@dsapp.it;88.99;Altre attività di assistenza sociale non residenziale nca;;;;;;;CHETTA;MARIA;gabriola@dsapp.it;348 562 6268;13-12-2018;13-12-2019;7038/b4c
IPPOCAMPO COOP SOC ONLUS;COOPERATIVA;09449660969;VIA STOPPANI,2;VIMERCATE;20871;MB;ITALIA;039 667090 - 348 562 6268;gabriola@dsapp.it;88.99;Altre attività di assistenza sociale non residenziale nca;;;;;;;CHETTA;MARIA;gabriola@dsapp.it;348 562 6268;13-12-2018;13-12-2019;7038/b4c
ISOLA DI LAB DI DAVIDE FALLARINI;AZIENDA;IT10151760963;VIA CASCINA AUTUNNO;CONCOREZZO;20863;MB;ITALIA;334 397 2022;davidefalla93@gmail.com;96.09.04;Servizi di cura degli animali da compagnia (esclusi i servizi veterinari);;;;;;;FALLARINI;DAVIDE;;;19-10-2021;19-11-2022;3927/U del 02/11/2021
ISS LUIGI CASTIGLIONI;ENTE PUBBLICO;91001750156;VIA GARIBALDI, 115;LIMBIATE;20812;MB;ITALIA;029965595;miis073009@istruzione.it;;;;;;;Istruzione;;CRIPPA;ROBERTO;;;10-12-2018;10-12-2019;957/b4c
ISTITUTI CLINICI ZUCCHI SPA;AZIENDA;00697570968;VIA BARTOLOMEO ZUCCHI, 24;MONZA;20900;MB;ITALIA;039.83831;viviana.borin@grupposandonato.it;;;;;;;Sanità e altri servizi sociali;AFFIANCAMENTO AL RESPONSABILE DEL SERVIZIO E GESTIONE DATA BASE AZIENDALI;CERIOLI;RENATO;;;24-04-2018;23-04-2019;2302/b4c
ISTITUTO CLINICO CITTÀ STUDI SPA;AZIENDA;9444340153;VIA NICCOLÒ JOMMELLI, 17,;MILANO;20100;MI;ITALIA;;;;;;;;;;;LANZETTA;ANTONIO;;;;;
ISTITUTO COMPRENSIVO - VIA CORREGGIO;SCUOLA;94627670154;VIA CORREGGIO 27;MONZA;20900;MB;ITALIA;039 830117;icviacorreggiomonza@gmail.com;;;;;;;;85.20.00;CAVENAGHI;ANNA;;;;;
ISTITUTO COMPRENSIVO - VIA CORREGGIO;SCUOLA;94627670154;VIA CORREGGIO 27;MONZA;20900;MB;ITALIA;039 830117;icviacorreggiomonza@gmail.com;;;;;;;;85.20.00;CAVENAGHI;ANNA;;;;;
ISTITUTO COMPRENSIVO - VIA CORREGGIO;SCUOLA;94627670154;VIA CORREGGIO 27;MONZA;20900;MB;ITALIA;039 830117;icviacorreggiomonza@gmail.com;;;;;;;;85.20.00;CAVENAGHI;ANNA;;;;;
ISTITUTO COMPRENSIVO - VIA CORREGGIO;SCUOLA;94627670154;VIA CORREGGIO 27;MONZA;20900;MB;ITALIA;039 830117;icviacorreggiomonza@gmail.com;;;;;;;;85.20.00;CAVENAGHI;ANNA;;;;;
ISTITUTO COMPRENSIVO BONTEMPI AGRATE BRIANZA;SCUOLA;87005370157;VIA CESARE BATTISTI, 44;AGRATE BRIANZA;20864;MB;ITALIA;039650220;miic8ey003@istruzione.it;852000;;;;;;;;PULVIRENTI;ANTONINO;;;26-09-2018;25-09-2019;4708/b4c
ISTITUTO COMPRENSIVO FILIPPO DE PISIS;AZIENDA;9458131015;VIA VITTORIO VENETO 54;BRUGHERIO;20861;MB;ITALIA;039/2873352;miic8am00n@istruzione.it;;;85.31.10;;;;;;ANGIOLETTI;ROSARIA;miic8am00n@istruzione.it;;;;
ISTITUTO COMPRENSIVO G. MARCONI;SCUOLA;94040140157;VIA LAZZARETTO 48;CONCOREZZO;20863;MB;ITALIA;03962800707;miic8dm00d@istruzione.it;;;;;;;Istruzione;;SCHEPIS;MARILENA;dirigenteconcorezzo@gmail.com;;23-04-2018;22-04-2019;2217/b4c
ISTITUTO COMPRENSIVO LESMO;AZIENDA;94030860152;VIA DONNA ROSA 13;;;MB;ITALIA;0396064637;luigiantonicolardi@gmail.com;;;;;;;Istruzione;;BETTIN;STEFANIA;;;;;
ISTITUTO ITALIANO DEI PLASTICI S.R.L.;AZIENDA;13196620150;VIA VELLEIA, 2;MONZA;20900;MB;ITALIA;039 2045721;marta.zanoli@iip.it;71.20.21;Controllo di qualità e certificazione di prodotti, processi e sistemi;;;;;;;LA CIACERA;MAURO;;;24-05-2018;23-05-2019;2552/b4c
ISTITUTO LEONARDO DA VINCI - CARATE BRIANZA;AZIENDA;83007100155;via De Dasperi 1;CARATE BRIANZA;20841;MB;;0362903597;iccarate@iticarate.it;;;;;;;;;;;;;;;
ITALCONSULTA SRL;AZIENDA;00862500964;VIA EUGENIO VILLORESI 12A;MONZA;20900;MB;ITALIA;0392301291;risorse_umane@italconsulta.it;62;;;;;;;;DESIO;ALBERTO;;;13-07-2018;12-07-2019;3600/b1c
ITALIAN DIPLOMATIC ACADEMY;ENTE DI ALTA FORMAZIONE;93201830234;VIA LEONCINO N. 5;VERONA;37100;VR;ITALIA;045.2069755;segreteria@italiandiplomaticacademy.org;;;;www.italiandiplomaticacademy.org;ASSOCIAZIONE;;Istruzione/Formazione;FORMAZIONE;BIANCO;ROBERTO;segreteria@italiandiplomaticacademy.org;045.2069755;03-03-2018;02-03-2019;1177/b4c
ITALIAN DIPLOMATIC ACADEMY;ENTE DI ALTA FORMAZIONE;93201830234;VIA LEONCINO N. 5;VERONA;37100;VR;ITALIA;045.2069755;segreteria@italiandiplomaticacademy.org;;;;www.italiandiplomaticacademy.org;ASSOCIAZIONE;;Istruzione/Formazione;FORMAZIONE;BIANCO;ROBERTO;segreteria@italiandiplomaticacademy.org;045.2069755;03-03-2018;02-03-2019;1177/b4c
ITALIAN DIPLOMATIC ACADEMY;ENTE DI ALTA FORMAZIONE;93201830234;VIA LEONCINO N. 5;VERONA;37100;VR;ITALIA;045.2069755;segreteria@italiandiplomaticacademy.org;;;;www.italiandiplomaticacademy.org;ASSOCIAZIONE;;Istruzione/Formazione;FORMAZIONE;BIANCO;ROBERTO;segreteria@italiandiplomaticacademy.org;045.2069755;03-03-2018;02-03-2019;1177/b4c
ITALIAN DIPLOMATIC ACADEMY;ENTE DI ALTA FORMAZIONE;93201830234;VIA LEONCINO N. 5;VERONA;37100;VR;ITALIA;045.2069755;segreteria@italiandiplomaticacademy.org;;;;www.italiandiplomaticacademy.org;ASSOCIAZIONE;;Istruzione/Formazione;FORMAZIONE;BIANCO;ROBERTO;segreteria@italiandiplomaticacademy.org;045.2069755;03-03-2018;02-03-2019;1177/b4c
ITALIAN DIPLOMATIC ACADEMY;ENTE DI ALTA FORMAZIONE;93201830234;VIA LEONCINO N. 5;VERONA;37100;VR;ITALIA;045.2069755;segreteria@italiandiplomaticacademy.org;;;;www.italiandiplomaticacademy.org;ASSOCIAZIONE;;Istruzione/Formazione;FORMAZIONE;BIANCO;ROBERTO;segreteria@italiandiplomaticacademy.org;045.2069755;03-03-2018;02-03-2019;1177/b4c
ITALIAN DIPLOMATIC ACADEMY;ENTE DI ALTA FORMAZIONE;93201830234;VIA LEONCINO N. 5;VERONA;37100;VR;ITALIA;045.2069755;segreteria@italiandiplomaticacademy.org;;;;www.italiandiplomaticacademy.org;ASSOCIAZIONE;;Istruzione/Formazione;FORMAZIONE;BIANCO;ROBERTO;segreteria@italiandiplomaticacademy.org;045.2069755;03-03-2018;02-03-2019;1177/b4c
ITALIAN DIPLOMATIC ACADEMY;ENTE DI ALTA FORMAZIONE;93201830234;VIA LEONCINO N. 5;VERONA;37100;VR;ITALIA;045.2069755;segreteria@italiandiplomaticacademy.org;;;;www.italiandiplomaticacademy.org;ASSOCIAZIONE;;Istruzione/Formazione;FORMAZIONE;BIANCO;ROBERTO;segreteria@italiandiplomaticacademy.org;045.2069755;03-03-2018;02-03-2019;1177/b4c
ITALIAN DIPLOMATIC ACADEMY;ENTE DI ALTA FORMAZIONE;93201830234;VIA LEONCINO N. 5;VERONA;37100;VR;ITALIA;045.2069755;segreteria@italiandiplomaticacademy.org;;;;www.italiandiplomaticacademy.org;ASSOCIAZIONE;;Istruzione/Formazione;FORMAZIONE;BIANCO;ROBERTO;segreteria@italiandiplomaticacademy.org;045.2069755;03-03-2018;02-03-2019;1177/b4c
ITALIAN DIPLOMATIC ACADEMY;ENTE DI ALTA FORMAZIONE;93201830234;VIA LEONCINO N. 5;VERONA;37100;VR;ITALIA;045.2069755;segreteria@italiandiplomaticacademy.org;;;;www.italiandiplomaticacademy.org;ASSOCIAZIONE;;Istruzione/Formazione;FORMAZIONE;BIANCO;ROBERTO;segreteria@italiandiplomaticacademy.org;045.2069755;03-03-2018;02-03-2019;1177/b4c
ITALIAN DIPLOMATIC ACADEMY;ENTE DI ALTA FORMAZIONE;93201830234;VIA LEONCINO N. 5;VERONA;37100;VR;ITALIA;045.2069755;segreteria@italiandiplomaticacademy.org;;;;www.italiandiplomaticacademy.org;ASSOCIAZIONE;;Istruzione/Formazione;FORMAZIONE;BIANCO;ROBERTO;segreteria@italiandiplomaticacademy.org;045.2069755;03-03-2018;02-03-2019;1177/b4c
IVANA TRESOLDI RAG. COMMERCIALISTA;AZIENDA;03006190965;VIALE LOMBARDIA,218;BRUGHERIO;20861;MB;ITALIA;3472546283;ivana.tresoldi@studiotresoldi.net;;;;;;;Servizi avanzati alle imprese;;TRESOLDI;IVANA;ivana.tresoldi@studiotresoldi.net;;13-09-2016;;
J + S  S.R.L.;AZIENDA;02280620960;VIA DEI MESTIERI 13;CONCOREZZO;20863;MB;ITALIA;039-6886381;giorgio.gregato@jpius.it;;;;;;;Servizi avanzati alle imprese;;ANDREA;IANNONE;;039.6886381;10-01-2018;10-01-2019;6720/B4C
